"OBÈINE","SKD DEJAVNOST","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Ljubno","I Gostinstvo",124485,98093,38226,24496,26829,45602,53890,60564,53403,42440,31629,97384,55149,43963,32937,29130,31197,39051,44892,49882,42010,45276,63793,142236,117412,91076,64693,37723,36918,38310,40092,43485,39928
"Ljubno","J Informacijske in komunikacijske dejavnosti",8390,7981,8543,8420,8811,8741,9065,9177,8684,8832,8431,8515,8429,7666,8539,8320,8680,8974,9204,9089,8771,9139,8692,9136,9017,8144,9021,8302,8904,8604,8974,8922,8967
"Ljubno","K Finanène in zavarovalniške dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","L Poslovanje z nepremièninami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljubno","M Strokovne, znanstvene in tehniène dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","N Druge raznovrstne poslovne dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",21763,19757,12594,8682,7196,6396,6193,6954,7859,12007,17187,17676,25101,16634,13575,9829,8565,7831,9380,9619,9659,15034,16533,28911,29115,18005,16879,11308,8623,8218,8645,10100,9772
"Ljubno","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","Q Zdravstvo in socialno varstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","R Kulturne, razvedrilne in rekreacijske dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z
"Ljubno","S Druge dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljubno","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljubno","X Neznano",7905,7178,6247,3491,4598,4917,5776,5261,5207,4768,5421,5137,6883,4754,4922,4021,4033,5507,5723,5286,5102,5951,6335,9183,5968,5501,5956,5430,5019,4503,4082,3874,4314
"Ljutomer","SKD Dejavnost - SKUPAJ",3675355,3492898,3342532,2741753,3064493,3128893,3393780,2999842,3549009,3846136,3591766,3409524,3691616,3411350,3742511,3222017,3529139,3556422,3812275,3266140,3654009,3839706,3949402,4122949,4068683,3514905,3900734,3421833,3632231,3749701,3621558,3314347,3548618
"Ljutomer","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,45221,36023,41647,37396,38447,34301,37594,43108,42699
"Ljutomer","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljutomer","C Predelovalne dejavnosti",2007549,1888631,1973903,1686933,1859184,1678784,1784733,1361135,1819051,2005936,2111216,1903782,2103772,1926254,2154624,1786137,1977348,1925098,2136060,1695054,2033158,2086013,2161406,2050336,2165691,1892629,2139579,1859558,2063651,2117307,1977582,1707597,1933488
"Ljutomer","D Oskrba z elektrièno energijo, plinom in paro",17841,11438,6732,6298,19523,19598,21456,21742,21570,12174,11301,9887,16389,12592,8313,6472,18666,22091,24612,23576,23363,27985,13568,36799,z,z,z,z,z,z,z,z,z
"Ljutomer","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",104857,92185,114115,105029,109875,91552,88866,92973,93155,96952,85620,104444,106493,101090,108515,105068,111393,103723,93762,93648,96873,112858,108740,116535,105932,99915,102830,92193,113739,110906,103736,96706,77682
"Ljutomer","F Gradbeništvo",35499,28617,24785,15706,18860,19223,20921,13070,18609,22899,21391,30129,30720,28336,31911,25996,25700,22719,47430,31985,32688,5211,36608,41820,38892,30217,33356,23016,21497,20155,19227,19641,20881
"Ljutomer","G Trgovina, vzdrževanje in popravila motornih vozil",394903,336151,323470,272006,302438,332491,372263,378583,340464,371185,318107,350609,348977,323906,350730,314586,328698,366134,396812,368968,269307,327928,313933,338035,338731,284747,314914,257851,274724,304318,326862,317107,288597
"Ljutomer","H Promet in skladišèenje",22078,19144,19943,17428,18411,19031,10550,18709,17324,18339,45786,21737,28718,22253,24051,23690,23180,22885,23255,22176,22442,22488,5855,27059,26983,29587,30777,23534,22375,24134,22505,21992,34531
"Ljutomer","I Gostinstvo",378491,383855,262946,139691,162194,300698,400377,395008,373752,344138,168748,152381,149698,145463,177646,152482,198790,318133,368404,408619,395415,411201,423985,446885,396246,359478,394755,371951,345780,360014,383771,389022,334485
"Ljutomer","J Informacijske in komunikacijske dejavnosti",41087,36741,38650,35764,34674,37043,35719,40421,38148,34389,39333,43544,46835,40029,43631,40994,43489,20415,31991,37072,33592,34592,38701,41641,40577,37098,41642,38247,33187,36583,36644,35198,38766
"Ljutomer","K Finanène in zavarovalniške dejavnosti",7975,7274,7203,6202,5990,5731,6394,6470,5880,6408,6312,7314,7281,6865,7086,6218,7084,5957,7368,6495,5976,6904,7273,8108,8031,6673,7570,6130,6597,6917,7567,7152,7047
"Ljutomer","L Poslovanje z nepremièninami",124523,222254,134611,100799,160992,234218,290645,298404,345397,397037,320155,319580,380696,371957,369348,354101,384138,319847,280024,239411,291400,304561,332457,499778,430542,343425,368674,338138,349434,340195,346202,347008,361183
"Ljutomer","M Strokovne, znanstvene in tehniène dejavnosti",9545,6927,5826,6272,5178,5385,5618,5498,5243,6002,6492,9305,5361,7254,7046,5880,6065,5885,6066,4691,5491,5386,5623,7291,6403,3619,6089,5294,4263,4368,4473,4112,4089
"Ljutomer","N Druge raznovrstne poslovne dejavnosti",1541,1613,1618,1476,1257,1267,1504,1729,1302,845,490,472,852,1478,2188,1807,743,1523,1911,1842,1837,1477,1209,1468,1885,1860,2234,1894,1583,1422,1341,1409,2376
"Ljutomer","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",114242,86733,68389,51423,51370,73125,80844,86822,74214,76320,70846,84530,84825,71918,79693,63635,64420,79391,80546,78480,77311,75820,85195,90062,86257,75800,81774,71401,69766,105446,88890,86591,71758
"Ljutomer","P Izobraževanje",84396,62060,47737,18612,35412,45387,31369,31576,54896,57765,45624,49854,63285,58309,68477,51787,58239,47140,36140,32034,54047,65654,79117,76256,81830,68258,71089,59260,40468,37152,25374,24485,40974
"Ljutomer","Q Zdravstvo in socialno varstvo",75683,62511,65521,55404,55814,54840,70066,72937,58255,63477,65247,71754,71310,64638,70331,64412,63312,67580,69505,61273,55641,62159,69288,77564,77752,64419,67504,57853,56691,61794,68376,63681,56958
"Ljutomer","R Kulturne, razvedrilne in rekreacijske dejavnosti",8880,6459,5364,3767,3595,3653,4108,3815,3991,4260,4958,5809,5968,6167,5725,4586,4339,3972,4150,3641,3699,4872,5677,6638,6922,5305,6150,5368,4387,4733,4740,4250,4270
"Ljutomer","S Druge dejavnosti",13854,11818,9782,5245,7103,4872,6195,6115,7675,7786,5416,8085,10660,9251,9385,6306,6601,6410,5810,5792,5658,8040,8781,10610,10820,8359,9248,8309,6513,5902,5918,5346,6397
"Ljutomer","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljutomer","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljutomer","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","SKD Dejavnost - SKUPAJ",235867,215303,200618,149272,171851,179488,199250,202473,222103,216196,217921,233891,238465,218579,245399,211239,209254,225446,217019,219264,215095,227982,244460,273438,276343,238116,268307,218861,226148,220565,215397,194586,213926
"Log - Dragomer","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Log - Dragomer","C Predelovalne dejavnosti",64595,72572,70885,43823,57508,59577,67025,71259,76140,76761,74084,64507,68433,72305,87978,68660,81157,79795,80097,74272,76834,67116,70373,67883,66324,68908,84642,65827,73815,67731,66207,53397,65915
"Log - Dragomer","D Oskrba z elektrièno energijo, plinom in paro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z
"Log - Dragomer","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","F Gradbeništvo",5893,3161,2516,2373,2482,2396,2071,2205,2678,2710,3711,6880,7592,5613,5747,7085,4397,1906,2892,2958,3758,5851,7170,11344,12541,10513,8841,5667,3537,1923,2225,1941,1936
"Log - Dragomer","G Trgovina, vzdrževanje in popravila motornih vozil",23639,19348,19578,17106,18163,19751,21925,25058,24643,25061,25422,30886,31621,26598,26399,22186,23120,27037,29569,30370,25685,28223,29692,37381,39767,29483,31257,26618,28958,31474,32213,31000,28137
"Log - Dragomer","H Promet in skladišèenje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","I Gostinstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","J Informacijske in komunikacijske dejavnosti",26444,17586,17922,17429,15606,11614,17189,14721,14554,17465,19629,21556,20735,19010,22641,15733,8294,20556,10912,18667,14433,17751,15544,24528,21611,18123,19618,17116,15724,14944,15219,15787,14789
"Log - Dragomer","K Finanène in zavarovalniške dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Log - Dragomer","L Poslovanje z nepremièninami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Log - Dragomer","M Strokovne, znanstvene in tehniène dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Log - Dragomer","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",30779,26965,25764,20889,20937,23531,29232,33583,29976,29224,26384,30817,30969,26110,29453,23979,25675,29210,32357,32012,29374,32683,35285,36037,35719,30354,31805,25853,27154,28905,29846,29182,28836
"Log - Dragomer","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","Q Zdravstvo in socialno varstvo",12643,13467,13296,12850,13634,13458,15588,15480,14346,12582,15504,17595,17425,14130,17241,14467,14330,16533,15504,14991,13788,14065,15304,16870,16883,15182,16336,15033,15019,15895,17078,16639,15274
"Log - Dragomer","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Log - Dragomer","S Druge dejavnosti",1213,957,876,220,624,791,346,394,583,412,378,857,711,621,946,612,487,460,233,276,482,765,741,1688,865,1066,1154,872,737,615,333,463,688
"Log - Dragomer","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Log - Dragomer","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Log - Dragomer","X Neznano",19380,15686,13174,9825,10886,11459,11656,12288,12233,13174,17698,22516,20254,17091,15099,13332,12082,10182,11050,10451,10529,14499,17618,19598,21519,13635,14847,11819,11212,10825,11313,10058,10009
"Logatec","SKD Dejavnost - SKUPAJ",5657758,5455584,5493617,4439565,4868116,5007803,5392572,4788450,5501527,5766941,5485185,5268334,5539996,5311382,6098270,5465235,5848623,5671319,5717907,5154587,6172902,6321069,6417477,6366053,6555038,6111876,6748691,5793290,6275299,6196135,6019119,5753910,6071543
"Logatec","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,3350,2910,2594,2536,2905,2510,2537,2596,2585,2646,2571,4172,z,z,z,z,z,z,z,z,z
"Logatec","B Rudarstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Logatec","C Predelovalne dejavnosti",2399051,2425629,2484963,2133359,2368685,2313589,2584612,2027195,2622722,2671524,2584051,2345264,2591710,2442906,2942261,2565676,2758763,2727217,2746771,2301258,2853082,2878933,2862503,2655169,2847386,2699088,3146792,2623108,2876520,2945380,2738968,2487131,2958954
"Logatec","D Oskrba z elektrièno energijo, plinom in paro",5271,4894,4516,3386,3686,3342,3142,3502,4189,4893,4735,5543,6116,4437,4467,4163,3604,3315,3571,3169,3851,4864,5534,6716,5738,4629,4923,4714,3929,3657,3989,3995,4947
"Logatec","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",204127,195679,190464,174865,173375,170946,177168,176995,185458,194120,194130,215615,221704,192677,206142,194391,190750,183587,184038,180656,190966,197911,211220,223630,234467,206209,216855,188579,191926,192434,187794,189830,199899
"Logatec","F Gradbeništvo",62070,54184,52881,40201,36875,34749,38051,37158,34326,43151,47374,50661,49086,44572,41946,36508,34786,30157,34413,32401,51721,42563,49753,54452,61593,56440,61213,49100,45673,41506,40272,39517,38763
"Logatec","G Trgovina, vzdrževanje in popravila motornih vozil",384293,385565,358281,297372,339605,360577,404353,440513,436857,443847,427596,453715,462144,431374,472095,409836,425700,446688,470829,449292,455523,470372,469218,508429,519008,450047,491187,424250,456326,487399,501044,486775,453029
"Logatec","H Promet in skladišèenje",66961,60689,60434,47192,49925,47607,49786,47070,48346,52959,59441,64386,61170,53862,60018,54511,53407,49182,50833,49876,49909,55766,64416,62274,71270,61223,65780,51058,59365,52663,51009,49039,50955
"Logatec","I Gostinstvo",117078,108170,74375,31528,59370,96873,109402,107513,99192,71746,40219,43811,45746,46923,52768,48186,81234,108229,121811,120192,106559,107648,105115,111144,116458,111769,112969,111113,120642,128223,132741,128831,117186
"Logatec","J Informacijske in komunikacijske dejavnosti",59701,60870,63042,61324,63816,64065,66864,62430,69565,66433,63075,64357,64031,58991,65459,63467,66574,67838,71489,69824,69299,69532,69948,70243,70281,63283,72001,69634,74413,71400,74908,73287,69252
"Logatec","K Finanène in zavarovalniške dejavnosti",5329,4767,4848,4332,5298,6158,6441,6296,7307,6100,5996,6184,6109,5780,6361,5782,6632,7728,7844,7370,6869,6568,6046,6802,6098,5286,5764,5343,6392,7416,7836,7736,7400
"Logatec","L Poslovanje z nepremièninami",1754160,1634779,1697880,1324089,1411673,1461501,1473777,1431793,1486714,1659366,1602253,1564674,1553908,1585875,1687815,1602680,1719222,1496935,1497014,1470808,1847154,1905349,1997355,2018377,1980083,1920953,1947674,1676443,1800744,1699315,1766776,1793570,1641058
"Logatec","M Strokovne, znanstvene in tehniène dejavnosti",122029,104282,135198,83141,53828,90141,114962,96403,116657,128610,136791,134542,148726,123680,141773,124087,129969,141389,148018,113496,126881,132084,140417,179502,185460,141495,161425,140428,192828,154010,148595,119949,135352
"Logatec","N Druge raznovrstne poslovne dejavnosti",5944,4722,5062,3500,2758,2219,2137,2048,2367,3587,4134,5073,5394,4638,4802,4610,3781,2803,3500,4278,3578,3963,6166,7430,7782,5295,6528,3873,3542,3445,3245,3282,4480
"Logatec","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",114565,94394,82153,53556,62093,57064,55513,58673,76707,79542,75652,79410,82284,74176,93805,78017,81818,68556,49619,50232,79461,97950,111644,137116,134877,106310,127692,128093,106180,83776,70937,73396,101356
"Logatec","P Izobraževanje",89981,81770,65780,33945,51628,70548,51599,49413,77604,86054,50550,53120,57862,67790,84042,60056,78792,69972,50678,49958,75269,83452,94319,97316,93968,79159,93336,77205,75574,70059,49271,47122,75932
"Logatec","Q Zdravstvo in socialno varstvo",64174,49851,49430,39815,47577,69325,77750,77813,73849,64895,51692,55127,54446,49951,57952,52316,52378,82157,82071,78141,77152,71914,56018,63272,61465,52390,62846,61605,78209,84485,83284,81965,77489
"Logatec","R Kulturne, razvedrilne in rekreacijske dejavnosti",49876,50634,31079,11460,25068,52958,60616,60402,55441,63503,18330,21087,22414,18298,46836,49502,57133,68777,76974,64965,63517,63066,54902,39834,33587,38504,48628,72118,87797,72253,65714,65398,38414
"Logatec","S Druge dejavnosti",43424,39463,38006,26312,28986,29907,32071,29165,30681,35800,33939,38390,36074,34005,36724,34007,30794,30100,30676,27944,30530,37623,34290,38789,35209,31920,36889,34999,35145,36752,34358,32703,35811
"Logatec","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Logatec","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Logatec","X Neznano",73236,60219,53053,33621,38041,37110,37576,37275,37475,46742,46174,56760,61106,45676,46227,41415,33025,42645,42155,30944,30231,37983,35708,46952,48948,36956,33347,30485,19232,18935,18918,24737,28572
"Loška dolina","SKD Dejavnost - SKUPAJ",1793680,1848114,1861663,1470147,1580507,1615835,1716840,1705262,1934892,1983389,1911299,1637914,1774613,1744779,2148043,1945968,1988146,1945588,1964993,1859462,1974220,1933286,1787397,1646198,1939786,1870703,2183402,1865736,1948588,1778712,1587713,1296521,1737690
"Loška dolina","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Loška dolina","C Predelovalne dejavnosti",1581368,1659777,1678588,1304878,1413008,1433702,1542162,1518122,1743670,1791474,1733867,1442938,1578466,1574207,1957206,1770586,1804005,1761078,1775801,1672487,1796303,1742370,1590479,1431230,1727457,1690278,1989249,1687834,1768550,1597028,1402112,1109542,1556927
"Loška dolina","D Oskrba z elektrièno energijo, plinom in paro",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","F Gradbeništvo",1019,1699,1594,1127,971,585,1304,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","G Trgovina, vzdrževanje in popravila motornih vozil",51282,45824,42741,40786,47258,46719,47128,49847,44406,44435,42813,45360,45392,39884,44285,40469,41048,44116,47923,46299,41584,41825,39717,42682,44152,39523,43977,41311,43760,45756,49451,47994,42477
"Loška dolina","H Promet in skladišèenje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","I Gostinstvo",13608,12834,10405,4023,11756,13673,10922,17713,13354,9809,4217,4494,5441,4968,6756,5458,11114,14931,17317,17377,15094,15160,13778,14952,13989,13752,14855,14176,17161,17319,15492,16973,14129
"Loška dolina","J Informacijske in komunikacijske dejavnosti",18866,18256,19768,19491,21025,22995,24340,24577,23498,22321,21816,22105,21238,19940,22709,20803,22757,23183,24386,24536,23322,23276,22201,22729,22621,20211,22548,22000,23464,23264,24248,23991,22201
"Loška dolina","K Finanène in zavarovalniške dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,568,661,929,1963,2551,z,z,z,z,z,z,z,z,z,z
"Loška dolina","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","M Strokovne, znanstvene in tehniène dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","N Druge raznovrstne poslovne dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Loška dolina","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",33829,25911,24286,21307,22338,18366,19079,21556,34138,30614,31001,36343,35223,28624,27410,23009,21269,18555,20299,22096,24933,29423,31793,38348,36691,29417,28643,23927,21644,19088,20934,23989,26946
"Loška dolina","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","Q Zdravstvo in socialno varstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Loška dolina","R Kulturne, razvedrilne in rekreacijske dejavnosti",3965,3033,2650,2586,2318,2333,2149,2296,N,2309,2198,2441,2695,2316,2524,2266,2583,1927,2253,2197,2155,2803,2736,3099,2998,2525,2676,2508,2161,1846,1700,2314,2029
"Loška dolina","S Druge dejavnosti",2687,2514,2687,2599,2687,2599,767,1575,378,1180,695,1127,1157,1087,1150,769,908,989,1157,964,864,1012,1078,1432,1156,1228,1307,1193,1168,1177,1042,1476,993
"Loška dolina","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
